Frequency list: Lemma frequencies in entire "AP: comments, Guardian"
__________________

Number	Lemma	Frequency
22163	endocrinology	1
22164	energetically	1
22165	enflame	1
22166	enforcable	1
22167	enforcemnet	1
22168	enfranchised	1
22169	enfuriate	1
22170	engaging	1
22171	engel	1
22172	engender	1
22173	england-	1
22174	england/wales	1
22175	english/scottish	1
22176	engrain	1
22177	engram	1
22178	engulf	1
22179	enhanced	1
22180	enjoin	1
22181	enlarge	1
22182	enlightening	1
22183	enmity	1
22184	enough-you	1
22185	enrage	1
22186	enraptured	1
22187	enrol	1
22188	enromous	1
22189	entangle	1
22190	entanglement	1
22191	enterprete	1
22192	entertainingly	1
22193	enthuse	1
22194	enthusiast	1
22195	enthusiastically	1
22196	entirity	1
22197	entreat	1
22198	entrepreneur	1
22199	entrust	1
22200	entryist	1
22201	enure	1
22202	environs	1
22203	envy'	1
22204	enxt	1
22205	eon	1
22206	eorope	1
22207	ephebophillia	1
22208	ephemera	1
22209	epidemic	1
22210	epigenetic	1
22211	episcopalian	1
22212	episcopalians	1
22213	epithet	1
22214	epithet.	1
22215	eponymous	1
22216	epractical	1
22217	eqaul	1
22218	eqaulity	1
22219	equaility	1
22220	equaity	1
22221	equal-	1
22222	equal-but	1
22223	equali	1
22224	equalising	1
22225	equalitarianism	1
22226	equalite	1
22227	equality/civil	1
22228	equanimity	1
22229	equilibrium	1
22230	equinamity	1
22231	equipted	1
22232	equites	1
22233	equivalency	1
22234	equivalent'	1
22235	equivocal	1
22236	equivocation	1
22237	equlity	1
22238	era.	1
22239	era'	1
22240	eradiction	1
22241	erection	1
22242	ergo.	1
22243	ermm	1
22244	ernest	1
22245	eroded	1
22246	eros	1
22247	erotic	1
22248	erradicate	1
22249	erradication	1
22250	errrrr	1
22251	erudition	1
22252	escalate	1
22253	escuse	1
22254	esle	1
22255	eso	1
22256	esperanto	1
22257	essayist	1
22258	essentiaslly	1
22259	est	1
22260	establishment/state	1
22261	establishmentarianism	1
22262	esteemed	1
22263	esterson	1
22264	estimate''	1
22265	estimated	1
22266	esye	1
22267	etc-	1
22268	etc.i	1
22269	etcand	1
22270	etemology	1
22271	ethel	1
22272	ethically-sound	1
22273	ethnic/racial	1
22274	eton/oxbridge	1
22275	etonian-oxbridge	1
22276	eu--	1
22277	eu-parlament	1
22278	eu-state	1
22279	eu-wide	1
22280	euclid	1
22281	euclidean	1
22282	euphemistic	1
22283	euphoria	1
22284	euripedes	1
22285	euro-appeasing	1
22286	euro-jolly	1
22287	euro-sceptic	1
22288	euro-scepticism	1
22289	euro-skeptic	1
22290	eurobrewer	1
22291	eurocampain	1
22292	eurogay	1
22293	europe'	1
22294	europhile	1
22295	europhobic	1
22296	europhobic/homophobic	1
22297	euthanasia.	1
22298	euthanasia'	1
22299	euthanize	1
22300	euthenasia	1
22301	evader	1
22302	evah.	1
22303	evaluation	1
22304	evangelcials	1
22305	evangelical/born	1
22306	evangelism	1
22307	even-further-right	1
22308	evennett	1
22309	evensong	1
22310	eventuallly	1
22311	eventuate	1
22312	eveolve	1
22313	ever-diminishing	1
22314	ever-growing	1
22315	ever-loosening	1
22316	ever-progressing	1
22317	ever-shrinking	1
22318	ever-so-slight	1
22319	ever.cameron	1
22320	ever'	1
22321	everbody	1
22322	evere	1
22323	everett	1
22324	evereyone.	1
22325	everlasting	1
22326	everly	1
22327	evermore	1
22328	everton	1
22329	everybody.	1
22330	everyone*	1
22331	everyother	1
22332	everything/gov/people	1
22333	eves	1
22334	evetbody	1
22335	evian/perrier	1
22336	evidence--rather	1
22337	evidentially	1
22338	evolutionarily	1
22339	evolves	1
22340	ew.	1
22341	ewww	1
22342	ex-banker	1
22343	ex-cabient	1
22344	ex-christian	1
22345	ex-classmate	1
22346	ex-cohabitee	1
22347	ex-communicated	1
22348	ex-etonian	1
22349	ex-gay	1
22350	ex-grammar	1
22351	ex-labour	1
22352	ex-lover	1
22353	ex-miner	1
22354	ex-mp	1
22355	ex-pat	1
22356	ex-pm	1
22357	ex-public	1
22358	ex-ter-mi-nate	1
22359	ex-tory	1
22360	ex-wive	1
22361	exaggeratd	1
22362	exaggerated	1
22363	exalt	1
22364	exampling	1
22365	excacerbate	1
22366	excellant	1
22367	excellent.i	1
22368	exchequer	1
22369	excise	1
22370	exclusionary.	1
22371	excommunication	1
22372	excoriate	1
22373	excruciatingly	1
22374	excude	1
22375	excuses	1
22376	execrable	1
22377	execration	1
22378	executioner	1
22379	exegesis	1
22380	exemptions	1
22381	exercise.far	1
22382	exercising	1
22383	exeunt	1
22384	exhuhne	1
22385	exhume	1
22386	exigency	1
22387	exiistant	1
22388	exist--	1
22389	existant	1
22390	existence/non	1
22391	existentialism	1
22392	exodus-ing	1
22393	expain	1
22394	expanded	1
22395	expansion/improvement	1
22396	expansive	1
22397	expat	1
22398	expectancy	1
22399	expediency.	1
22400	expell	1
22401	expensively	1
22402	experimentation	1
22403	explaination	1
22404	explaining	1
22405	explanatory	1
22406	expletive	1
22407	expliot	1
22408	exploited	1
22409	explosion	1
22410	exponent	1
22411	exquisiste	1
22412	exquisitis	1
22413	exsistance	1
22414	extend.8.13	1
22415	extend/reform	1
22416	extensively	1
22417	exterminate	1
22418	externalisation	1
22419	externalise	1
22420	externalize	1
22421	extort	1
22422	extortionate	1
22423	extra-global	1
22424	extra-linguistic	1
22425	extraneous	1
22426	extraordinarily	1
22427	extraparliamentary	1
22428	extrapoloat	1
22429	extravagant	1
22430	extreme-liberal	1
22431	extricate	1
22432	exucse	1
22433	exude	1
22434	exzcuse	1
22435	eye-catching	1
22436	eye-glass	1
22437	eye-opening	1
22438	eye-watering	1
22439	eye/hair	1
22440	eyeball	1
22441	eyelid	1
22442	eyes*	1
22443	eyes>	1
22444	ezekiel	1
22445	f-	1
22446	f---	1
22447	f-35s	1
22448	f'	1
22449	f****	1
22450	f*****	1
22451	f******.	1
22452	f***ing	1
22453	f***k	1
22454	f***ked	1
22455	f***wit	1
22456	f*&k	1
22457	f*ck.	1
22458	f*cker	1
22459	f#cked	1
22460	fa	1
22461	faaaaa-buloussssss	1
22462	faaaaaaaar	1
22463	faade	1
22464	fab	1
22465	fabian	1
22466	fabled	1
22467	fabricant	1
22468	fabrication	1
22469	faced	1
22470	faceless	1
22471	faces/shoving	1
22472	faceted	1
22473	facetiousness	1
22474	facie	1
22475	facking	1
22476	fact-	1
22477	fact-based	1
22478	fact'	1
22479	factional	1
22480	factore	1
22481	factors	1
22482	facts/point	1
22483	faculty	1
22484	fading	1
22485	fae	1
22486	faecal	1
22487	faery	1
22488	fag-packet	1
22489	fags	1
22490	failed&nbsp	1
22491	failer	1
22492	failt	1
22493	failthful	1
22494	faily	1
22495	fairbairn	1
22496	faire	1
22497	fairness--that	1
22498	faith/have	1
22499	faith/religion	1
22500	faithfullness	1
22501	faithfully	1
22502	faithhead	1
22503	faithless	1
22504	faiths/denomination	1
22505	fake-leather	1
22506	falangist	1
22507	fall-back	1
22508	fallaciously	1
22509	fallcy	1
22510	fallon	1
22511	falsity	1
22512	fam	1
22513	family-based	1
22514	family-oriented	1
22515	family.and	1
22516	family'.	1
22517	family/children	1
22518	famine	1
22519	famously	1
22520	fanboy	1
22521	fancifully	1
22522	fangirl.	1
22523	fantasic	1
22524	fantasising	1
22525	fantasist	1
22526	fanx	1
22527	far-fetched	1
22528	far-off	1
22529	far-sighted	1
22530	far'	1
22531	farage'	1
22532	farages	1
22533	fararge	1
22534	farcial	1
22535	farcically	1
22536	farfetched	1
22537	farm'	1
22538	farmyard	1
22539	farrell	1
22540	farting	1
22541	fascinated	1
22542	fascinating--and	1
22543	fascinatingly	1
22544	fascination	1
22545	fascioid	1
22546	fascistic	1
22547	fast-tracked	1
22548	fastidious	1
22549	fatham	1
22550	father/daughter	1
22551	father/mother	1
22552	fatherhood'	1
22553	fathering	1
22554	fathers/mother	1
22555	fatten	1
22556	fatuousness	1
22557	fault''	1
22558	faultless	1
22559	fauntleroy	1
22560	faux-authority*	1
22561	faux-biological	1
22562	faux-evolutionary	1
22563	faux-issue.	1
22564	faux-moral	1
22565	faux-reasonable	1
22566	favorite	1
22567	favourable	1
22568	favourably	1
22569	fawn	1
22570	fax	1
22571	faydee	1
22572	fck	1
22573	fco	1
22574	fear/assertion	1
22575	feared	1
22576	fearless	1
22577	featherweight	1
22578	feck	1
22579	federally	1
22580	feebly	1
22581	feebly-argued	1
22582	feet-dragger	1
22583	feet'	1
22584	feign	1
22585	fein.	1
22586	feisty	1
22587	felipe	1
22588	fellatio	1
22589	fellow-	1
22590	fellow-oxonian	1
22591	fellow.i	1
22592	femal	1
22593	female''	1
22594	female/female	1
22595	femina	1
22596	feminam	1
22597	feminised	1
22598	femme	1
22599	feotuse	1
22600	fequent	1
22601	ferdinand	1
22602	ferengi	1
22603	ferguson	1
22604	ferocious	1
22605	ferrari	1
22606	fertilise	1
22607	fervency	1
22608	festering	1
22609	feta	1
22610	fetal	1
22611	fetishize	1
22612	fett	1
22613	fetter	1
22614	fetus	1
22615	feudalism	1
22616	feverish	1
22617	ffs.	1
22618	fhrer	1
22619	fianc	1
22620	fiances.	1
22621	fib-dems	1
22622	fiber	1
22623	fictionalised	1
22624	fictitious	1
22625	fiddlesticks	1
22626	fierz	1
22627	fifa	1
22628	fify.	1
22629	fight'	1
22630	fighter	1
22631	figire	1
22632	figurative	1
22633	figures***	1
22634	figurine	1
22635	filial	1
22636	filibuster	1
22637	filing	1
22638	filippinos	1
22639	filled	1
22640	filler	1
22641	fillers.	1
22642	fillibustering	1
22643	filtered.	1
22644	finalize	1
22645	financail	1
22646	financial/legal	1
22647	fingerpointing	1
22648	fingers	1
22649	fingertip	1
22650	finished	1
22651	fink	1
22652	finnish	1
22653	finsihe	1
22654	fiona	1
22655	fir	1
22656	firebugtastic	1
22657	firefoxi	1
22658	firestorm	1
22659	firewall	1
22660	firewood	1
22661	firm'	1
22662	firmbutfair	1
22663	first-past-the	1
22664	first-past-the-post	1
22665	first-time	1
22666	first.	1
22667	first.you	1
22668	firstrate	1
22669	fishwife	1
22670	fissure	1
22671	fisting	1
22672	fisting-the-vicar	1
22673	fitness	1
22674	fitting	1
22675	fix'	1
22676	fixed-term	1
22677	fixing-like	1
22678	fixture	1
22679	fjmsf	1
22680	fking	1
22681	flabber	1
22682	flack	1
22683	flagellate	1
22684	flagon	1
22685	flagpole	1
22686	flakey	1
22687	flam	1
22688	flaming	1
22689	flappy	1
22690	flashman	1
22691	flatten	1
22692	flatter	1
22693	flattery	1
22694	flaunty	1
22695	fledgling	1
22696	fleer	1
22697	fleeting	1
22698	fleg	1
22699	flello*	1
22700	flemish	1
22701	flexibile	1
22702	flibbertigibbet	1
22703	flickr	1
22704	flight	1
22705	flim	1
22706	flip-flop	1
22707	flipping	1
22708	flirting-related	1
22709	floater	1
22710	flogger	1
22711	florish	1
22712	floundering	1
22713	flour	1
22714	flourishing	1
22715	flowering	1
22716	flowing	1
22717	fluency	1
22718	fluff	1
22719	fluffy	1
22720	flurry	1
22721	flux	1
22722	flyover	1
22723	fo=irst	1
22724	foaming-at-the-mouth	1
22725	foamy	1
22726	fock-eyed	1
22727	focuse-	1
22728	focussing	1
22729	foe	1
22730	foetal	1
22731	fog-ridden	1
22732	foghorn	1
22733	fogy	1
22734	foil	1
22735	folder	1
22736	folk'	1
22737	folklore	1
22738	followed-up	1
22739	fondle	1
22740	fondly	1
22741	footballer	1
22742	footed	1
22743	footpath	1
22744	for-instance	1
22745	for'	1
22746	for/against	1
22747	forawrd	1
22748	forbad	1
22749	forbiden	1
22750	forcerd	1
22751	forefeit	1
22752	foregiveness	1
22753	foregone	1
22754	foreground	1
22755	forehead	1
22756	foreigner-hating	1
22757	foreigner'.	1
22758	foreplay	1
22759	forerunner	1
22760	foreskin	1
22761	forethought	1
22762	forever.i	1
22763	forgettable	1
22764	forgo	1
22765	foribidden	1
22766	foriegner	1
22767	forlorn	1
22768	formalised	1
22769	formalism	1
22770	formalized	1
22771	formam	1
22772	forming	1
22773	formulation	1
22774	forseen	1
22775	forte	1
22776	forthright	1
22777	forties-where	1
22778	fortiriori	1
22779	fortitude	1
22780	fortunes	1
22781	fortunes--i	1
22782	forty-five	1
22783	forward-thinking	1
22784	fossilised	1
22785	fot	1
22786	foucault	1
22787	fount	1
22788	four-legged	1
22789	fourteen	1
22790	fowl	1
22791	fox-newstainment	1
22792	fptp	1
22793	frack	1
22794	fracking.	1
22795	fractal	1
22796	fragility	1
22797	fragrance	1
22798	framwork	1
22799	franca	1
22800	franco	1
22801	franco-german	1
22802	frankie	1
22803	frankies	1
22804	franknfurter	1
22805	franz	1
22806	fraternal	1
22807	frauduently	1
22808	fraught	1
22809	fray	1
22810	frazer	1
22811	frc	1
22812	freaks	1
22813	free-er	1
22814	free-marketeer	1
22815	free-thinker	1
22816	free-vote	1
22817	freedom-loving	1
22818	freedom-sapping	1
22819	freedoms'.	1
22820	freeedom	1
22821	freeview	1
22822	freewoolly	1
22823	frenchified	1
22824	frequntly	1
22825	freudian	1
22826	friar	1
22827	fricking	1
22828	friction	1
22829	fridah	1
22830	fridge	1
22831	friend(s)	1
22832	friendliness	1
22833	friends-	1
22834	frightener	1
22835	frighteningly	1
22836	frill	1
22837	frilly	1
22838	fritter	1
22839	frivolous	1
22840	frivolously	1
22841	frizl	1
22842	frolic	1
22843	fromthe	1
22844	front-group	1
22845	front-runner	1
22846	frontbench	1
22847	frontbencher	1
22848	frontlip.eu	1
22849	frontman	1
22850	frootloop	1
22851	froreign	1
22852	frost	1
22853	frother	1
22854	frothingly	1
22855	frothy-mouthed	1
22856	froward	1
22857	fruit-cake	1
22858	fruit-loop	1
22859	fruitful	1
22860	frulein	1
22861	frustrating--the	1
22862	frying	1
22863	ftus	1
22864	ftw	1
22865	fu*k	1
22866	fubar	1
22867	fuck-fest	1
22868	fuck-nut	1
22869	fuck-up	1
22870	fuckadee	1
22871	fuddie	1
22872	fuddle	1
22873	fudge'	1
22874	fufill	1
22875	fuggle	1
22876	fuhrer-bunker	1
22877	fukc	1
22878	fukce	1
22879	fukuyama	1
22880	ful	1
22881	fuldensis	1
22882	fulfilled	1
22883	fulfillment	1
22884	full-blown	1
22885	full-fledged	1
22886	full-grown	1
22887	full-stop	1
22888	fuller	1
22889	fully-paid	1
22890	functionalist/new	1
22891	fundamentalists	1
22892	funded	1
22893	fundementalist	1
22894	fundimental	1
22895	fungal	1
22896	funny-farm'	1
22897	funny/good	1
22898	furcup	1
22899	furrow	1
22900	fuse	1
22901	fussed	1
22902	futilely	1
22903	futiley	1
22904	futuiretrack	1
22905	futuri	1
22906	fuzz	1
22907	fvck	1
22908	fxxk	1
22909	fxxxxing	1
22910	g/l	1
22911	g&l	1
22912	gabors	1
22913	gabrielle	1
22914	gad	1
22915	gaff	1
22916	gaffe	1
22917	gaffer	1
22918	gaga	1
22919	gagas	1
22920	gaggle	1
22921	gaiety	1
22922	gala	1
22923	galatian	1
22924	galatians	1
22925	galavant	1
22926	galaxyhunter	1
22927	gald	1
22928	gall	1
22929	gallantly	1
22930	gallon	1
22931	gals	1
22932	galvanised	1
22933	galvanize	1
22934	game-playing	1
22935	game.	1
22936	gamma	1
22937	gamophobics	1
22938	gamut	1
22939	gandalf	1
22940	gangerinous	1
22941	ganghi	1
22942	gangload	1
22943	gaping	1
22944	gareth	1
22945	gargoyle	1
22946	garland-loving	1
22947	garment	1
22948	garridge	1
22949	garried.	1
22950	garrote	1
22951	gartrell	1
22952	gash	1
22953	gasoline	1
22954	gasps-with-amazement	1
22955	gass	1
22956	gast	1
22957	gateshead	1
22958	gauge	1
22959	gauradian	1
22960	gaurdian	1
22961	gaveston	1
22962	gawwwd	1
22963	gay-activist	1
22964	gay-basher	1
22965	gay-pairage	1
22966	gay(state)	1
22967	gay/	1
22968	gay/equal	1
22969	gay/homosexual/lesbian	1
22970	gay/lesbians	1
22971	gay/not	1
22972	gay/straight	1
22973	gay/straight.	1
22974	gay4marriage	1
22975	gayness/sapphism	1
22976	gayraigge	1
22977	gays-	1
22978	gces	1
22979	ge.then	1
22980	gelion	1
22981	gels/	1
22982	gender-	1
22983	gender-defined	1
22984	gender-interchangable	1
22985	gender-neutral	1
22986	gender/orientation/colour/religion	1
22987	gender/sex/gay	1
22988	genealogy	1
22989	genentech	1
22990	generalisation.	1
22991	generalising	1
22992	generality	1
22993	generally--	1
22994	generation-spanning	1
22995	generation'	1
22996	generation/	1
22997	generations	1
22998	geneticist	1
22999	geni	1
23000	genitalia	1
23001	geniuinely	1
23002	genocided	1
23003	genral	1
23004	genre	1
23005	gentile	1
23006	gentleness	1
23007	genuflect	1
23008	genuienly	1
23009	genuise	1
23010	geoffspins	1
23011	geographic	1
23012	geographical	1
23013	geography	1
23014	geometry	1
23015	geopolitical	1
23016	geordie	1
23017	georg	1
23018	gerard	1
23019	gerarda	1
23020	gerontophilia	1
23021	gerrymander	1
23022	gertrude	1
23023	gerundival	1
23024	gestational	1
23025	get-insulted	1
23026	get-out	1
23027	get-out-of-equality-laws-free	1
23028	get-you	1
23029	getequal	1
23030	getoutofmydream	1
23031	gett	1
23032	ghandi	1
23033	ghettoisation	1
23034	ghost-of-bigotry	1
23035	gibber	1
23036	giddy	1
23037	gift'	1
23038	gifted'	1
23039	gig'	1
23040	gilding	1
23041	gilgamesh	1
23042	gilligan	1
23043	gillingham	1
23044	gimmick	1
23045	gingrich	1
23046	ginormous	1
23047	ginsburg	1
23048	giraffe	1
23049	girl-girl	1
23050	girlfriend-	1
23051	gitmo	1
23052	give-away	1
23053	give-away.	1
23054	giveaway	1
23055	given-	1
23056	given'	1
23057	givens	1
23058	giver	1
23059	glacial	1
23060	glacier	1
23061	gladiator	1
23062	gladio	1
23063	glamorgan	1
23064	glaringly	1
23065	glaze	1
23066	glean	1
23067	gledhill	1
23068	glen	1
23069	glenarthur	1
23070	glenn	1
23071	glens	1
23072	glider	1
23073	glimmer	1
23074	glindon*	1
23075	glitter	1
23076	glitter-ball	1
23077	gloating	1
23078	globalist	1
23079	globalization	1
23080	globally--as	1
23081	glof	1
23082	gloomy	1
23083	gloria	1
23084	glorify	1
23085	gloriously	1
23086	glottalpoly	1
23087	glover	1
23088	glow	1
23089	glowing	1
23090	glowing-eyed	1
23091	glyn	1
23092	glyndwrll	1
23093	gmable	1
23094	gmail	1
23095	gmcla	1
23096	gnswein	1
23097	go-between	1
23098	goal-post	1
23099	goat.i	1
23100	gobby	1
23101	goblins.	1
23102	gobsh1+e	1
23103	gobshite	1
23104	gobsmack	1
23105	god--or	1
23106	god-.given	1
23107	god-botherers-	1
23108	god-daughter	1
23109	god-emperor	1
23110	god-hates-fags	1
23111	god-ruled	1
23112	god-where	1
23113	god.and	1
23114	god.so	1
23115	god/gods	1
23116	god/jesus	1
23117	god/s	1
23118	god=intelligence	1
23119	godawful	1
23120	goddam	1
23121	goddess	1
23122	godless	1
23123	godsend	1
23124	godsquad	1
23125	goering	1
23126	goet	1
23127	goggins*	1
23128	goggle	1
23129	goldbug	1
23130	goldfish	1
23131	goldstein	1
23132	golly-gee	1
23133	gomorra	1
23134	gonad	1
23135	gonadal	1
23136	gong	1
23137	gonorrhoea	1
23138	good/bad	1
23139	gooda	1
23140	goodie	1
23141	goodman	1
23142	goody.	1
23143	google.	1
23144	googlewhacks	1
23145	googling	1
23146	goonies	1
23147	gorilla	1
23148	gosport	1
23149	gossip	1
23150	gotcha	1
23151	goth	1
23152	gothic	1
23153	gough	1
23154	gould	1
23155	gove.	1
23156	gove'	1
23157	govenement	1
23158	goveren	1
23159	governmemnts	1
23160	government-	1
23161	government-issue	1
23162	government/tories	1
23163	government/uk	1
23164	govey	1
23165	govrnment	1
23166	gracefully	1
23167	graciousness	1
23168	gradation	1
23169	graded	1
23170	grades.	1
23171	graft	1
23172	grahamrounce	1
23173	grail	1
23174	grain	1
23175	grammar-checker	1
23176	grammatical	1
23177	gramsci	1
23178	gran	1
23179	granada	1
23180	grand-standing	1
23181	grandaughter	1
23182	grandmas	1
23183	Grandmother/granddaughter	1
23184	grandson	1
23185	grandstanding	1
23186	grantham	1
23187	gras	1
23188	gratification	1
23189	gratitude	1
23190	gratitude.	1
23191	graunad	1
23192	grauniadista	1
23193	gravebound	1
23194	gravel	1
23195	gravesham	1
23196	gravestone	1
23197	gravita	1
23198	gravitate	1
23199	gravitationally	1
23200	graze	1
23201	grc	1
23202	greasy-pole	1
23203	great-aunt	1
23204	great-grandbaby	1
23205	great-grandchildren	1
23206	great-grandmother	1
23207	great-great-great-great-grandfather	1
23208	great-nephew	1
23209	greater--the	1
23210	greater-less	1
23211	grecian	1
23212	greek/roman/gnostic	1
23213	greenburg	1
23214	greenhouse	1
23215	greenpieceofpaper	1
23216	greenshoots	1
23217	greeting	1
23218	greg	1
23219	gregor	1
23220	grenada	1
23221	grenadine	1
23222	grete	1
23223	greyeminenece	1
23224	grid	1
23225	grill	1
23226	grill-out	1
23227	grillo	1
23228	grim	1
23229	grimace	1
23230	grimsby	1
23231	grinding	1
23232	gripe	1
23233	grisham.	1
23234	grisly	1
23235	gritty	1
23236	grizzle	1
23237	grnad	1
23238	groat	1
23239	grocery	1
23240	grooming	1
23241	groovemaneuver	1
23242	groovy	1
23243	grotesquely	1
23244	groundbreak	1
23245	groundroot	1
23246	groundswell	1
23247	group-	1
23248	groupsing	1
23249	groupthink	1
23250	grow-up	1
23251	growingly	1
23252	grrrrrr	1
23253	grudge	1
23254	grudgingly	1
23255	gruel	1
23256	gruelling	1
23257	gruff	1
23258	grumble.	1
23259	gsce-level	1
23260	gspot	1
23261	gt	1
23262	gtg	1
23263	gtheir	1
23264	guadianistas	1
23265	guage	1
23266	gualg-worthy	1
23267	guano	1
23268	guantanamo	1
23269	guardian-esque	1
23270	guardian-readers	1
23271	guardistas	1
23272	guarentee'	1
23273	gucci	1
23274	gud	1
23275	guessing'	1
23276	guesthouse	1
23277	guide-dog	1
23278	guide/advise	1
23279	guido	1
23280	guilt-ridden	1
23281	guitar	1
23282	gulf	1
23283	gull	1
23284	gulliver	1
23285	gullviers	1
23286	gumph	1
23287	gumption	1
23288	gumtree.	1
23289	gunboat	1
23290	gunnar	1
23291	gurning	1
23292	gush	1
23293	gusher	1
23294	gustatory	1
23295	guto	1
23296	gutted	1
23297	guttering	1
23298	guv	1
23299	guy-gay	1
23300	guyana	1
23301	guyanese	1
23302	guys	1
23303	guys-gay	1
23304	gv1234	1
23305	gvernment	1
23306	gwr	1
23307	gynosexual	1
23308	gypsys	1
23309	h.	1
23310	ha-	1
23311	habeas	1
23312	habitat	1
23313	had'nt	1
23314	hadaway	1
23315	hadfield	1
23316	haemmerage	1
23317	haemophilia	1
23318	haggard	1
23319	hagiography	1
23320	hagiue	1
23321	hahah	1
23322	hahahahahah	1
23323	hahahahahaha	1
23324	hahahahahahaha	1
23325	hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahhahahahahhahahahahahahhahahahahahahahahhahahahahroflmaohahahahahahahahaharoflmao	1
23326	hahhaha	1
23327	hahhahahahahahahahahah	1
23328	hahte	1
23329	haider	1
23330	haircuts	1
23331	hal	1
23332	hal911	1
23333	halesowen	1
23334	half-assed	1
23335	half-baked	1
23336	half-closeted	1
23337	half-crazy	1
23338	half-decent	1
23339	half-educated	1
23340	half-hearted	1
23341	half-imagined	1
23342	half-ly	1
23343	half-page	1
23344	half-sibling	1
23345	halfon	1
23346	hallelujah	1
23347	hallmark	1
23348	hallucinate	1
23349	hallucinogen	1
23350	haltemprice	1
23351	hamand	1
23352	hamburger	1
23353	hame	1
23354	hamfisted	1
23355	hamish	1
23356	hamish47	1
23357	hamishpk	1
23358	hammon	1
23359	hammond-like	1
23360	hammond=pathetic	1
23361	hamper	1
23362	hampshire	1
23363	hampstead	1
23364	hamstrung	1
23365	hancock	1
23366	hand-out	1
23367	hand-turned	1
23368	hand-wringing	1
23369	handedly	1
23370	handfasting	1
23371	handily	1
23372	handmaiden	1
23373	hands>	1
23374	handshake	1
23375	handwritten	1
23376	hang-up	1
23377	hangar	1
23378	hanger	1
23379	hangout	1
23380	hangover	1
23381	hangup	1
23382	hankee	1
23383	hanker	1
23384	hanover	1
23385	hanoverian	1
23386	happeniness	1
23387	happenstance	1
23388	happpen	1
23389	happpy	1
23390	happy'	1
23391	happyness	1
23392	harborough	1
23393	hard-drive	1
23394	hard-line	1
23395	hard-to-disagree-with	1
23396	hard-working	1
23397	hardman	1
23398	hardwire	1
23399	hardworking	1
23400	harem	1
23401	harleymc	1
23402	harlot	1
23403	harlow	1
23404	harmlessly	1
23405	harmonious	1
23406	harmoniously	1
23407	harmonisation	1
23408	harmonise	1
23409	harold	1
23410	harpenden	1
23411	harrasment	1
23412	harridan	1
23413	harriet	1
23414	harrod	1
23415	harrods.	1
23416	harrow	1
23417	harry/	1
23418	harrying	1
23419	hartle	1
23420	harumph	1
23421	has.	1
23422	haselhurst	1
23423	hash	1
23424	hasn	1
23425	haste'.	1
23426	hastings	1
23427	hasty	1
23428	hate-speech	1
23429	hatefulness	1
23430	haters.	1
23431	hatrch	1
23432	hatshepsut	1
23433	hatter	1
23434	haughtiness	1
23435	haulage	1
23436	haunted	1
23437	have-	1
23438	have-not	1
23439	havevwe	1
23440	havew	1
23441	havnt	1
23442	hawking-gregorian	1
23443	hawley	1
23444	hayman	1
23445	haystack	1
23446	haywood	1
23447	hb	1
23448	hbbf	1
23449	head.thanks	1
23450	headcount	1
23451	headed	1
23452	heading	1
23453	headquarters	1
23454	heady	1
23455	heald	1
23456	heartily	1
23457	hearty	1
23458	heathen	1
23459	heather	1
23460	heavenly	1
23461	heavens-	1
23462	heavyweights	1
23463	hebraic-christian	1
23464	hebron	1
23465	heehee.	1
23466	heeley	1
23467	hefner	1
23468	hegelian	1
23469	hehe	1
23470	hehehe	1
23471	hehehehe	1
23472	heighten	1
23473	heights	1
23474	heil	1
23475	held'	1
23476	helen121	1
23477	helens	1
23478	helicopter	1
23479	hell-hole	1
23480	hell-o	1
23481	hellhound	1
23482	hellish	1
23483	helllooooo	1
23484	helper	1
23485	helping	1
23486	helpiong	1
23487	helplessness	1
23488	helzo	1
23489	hemel	1
23490	hemisphere	1
23491	hemp	1
23492	hempstead	1
23493	hench	1
23494	henchman	1
23495	henderson	1
23496	hepatitis	1
23497	hepburn	1
23498	herculean	1
23499	hercules	1
23500	here-	1
23501	here.	1
23502	here'	1
23503	here>	1
23504	herebaout	1
23505	hereby	1
23506	heredity	1
23507	herein	1
23508	hereo	1
23509	hereosexual	1
23510	heres	1
23511	heresy	1
23512	herf=	1
23513	heritable	1
23514	heritage/tradition	1
23515	herman	1
23516	hermaphroditic	1
23517	herodian	1
23518	hers-tory	1
23519	herts	1
23520	heseltine	1
23521	hesitant	1
23522	het-marriage	1
23523	heter-sexual	1
23524	heterasexual	1
23525	hetereo	1
23526	hetero-bigotry	1
23527	hetero-couple	1
23528	hetero-couples.	1
23529	hetero-pair	1
23530	hetero-right	1
23531	hetero.	1
23532	heteroid	1
23533	heterophobic	1
23534	heterophope	1
23535	heteros.	1
23536	heteroseuxal	1
23537	heterosex.	1
23538	heterosexal	1
23539	heterosexism	1
23540	heterosexist.	1
23541	heterosexual-	1
23542	heterosexual'couple	1
23543	heterosexuality.	1
23544	heterosexually	1
23545	heterosexuasl	1
23546	heterosxual	1
23547	hetherington	1
23548	hetro-sexual	1
23549	hetro.	1
23550	hetroloony	1
23551	hetrophobic	1
23552	hetrosexualist	1
23553	heuristic	1
23554	heva	1
23555	hey-	1
23556	hey-ho	1
23557	heyes	1
23558	hfb	1
23559	hfea-licensed	1
23560	hhard	1
23561	hiccup	1
23562	hick	1
23563	hicks	1
23564	hierarchical	1
23565	hifi	1
23566	higer	1
23567	higginson	1
23568	high--late	1
23569	high-handed	1
