Frequency list: Lemma frequencies in entire "AP: comments, Telegraph"
__________________

Number	Lemma	Frequency
16227	noun[mass	2
16228	nowday	2
16229	noxious	2
16230	nozzle	2
16231	nspcc	2
16232	nu	2
16233	numerically	2
16234	nuremberg	2
16235	nursing	2
16236	nutrient	2
16237	nuture	2
16238	nyah	2
16239	nzafar	2
16240	o.	2
16241	o'donnell	2
16242	oak	2
16243	oats	2
16244	objectif	2
16245	objectivisation	2
16246	objectivity	2
16247	objetive	2
16248	obligate-homosexuality	2
16249	obrien	2
16250	obscurantism	2
16251	observant	2
16252	observed	2
16253	obsessively	2
16254	obsolescent	2
16255	obssession	2
16256	occupati0n	2
16257	ocd	2
16258	oceania	2
16259	oddball	2
16260	oddity	2
16261	of'	2
16262	off-world	2
16263	offense.	2
16264	offensive'	2
16265	office'	2
16266	officiant	2
16267	offset	2
16268	oforheavensake	2
16269	ofthe	2
16270	oggy	2
16271	ohio	2
16272	oi	2
16273	ok'	2
16274	oliver	2
16275	oman	2
16276	omnipresent	2
16277	omniscience	2
16278	on-side	2
16279	onboard	2
16280	one-sex	2
16281	one-size-fits-all	2
16282	one-third	2
16283	one-woman	2
16284	oneliner	2
16285	onepartythreecheek	2
16286	onetermdave	2
16287	onion	2
16288	ont	2
16289	ook	2
16290	oooo	2
16291	opener	2
16292	opens	2
16293	opine	2
16294	opposant	2
16295	opposit	2
16296	oppunger	2
16297	opress	2
16298	optimise	2
16299	orang	2
16300	orange/apple	2
16301	orc	2
16302	orchestrated	2
16303	order'	2
16304	orderly	2
16305	ordinance	2
16306	ordinariate	2
16307	org	2
16308	organized	2
16309	organizer	2
16310	orientate	2
16311	originality	2
16312	originator	2
16313	orson	2
16314	orton	2
16315	os	2
16316	ossettian	2
16317	othe	2
16318	out-and-out	2
16319	out-compete	2
16320	outbr	2
16321	outer	2
16322	outfit	2
16323	outgoing	2
16324	outgrabe	2
16325	outta	2
16326	outvote	2
16327	outwardly	2
16328	over-	2
16329	over-populate	2
16330	over-reaction	2
16331	over-sensitive	2
16332	overarching	2
16333	overgeneralization	2
16334	overhaul	2
16335	overhead	2
16336	overjoyed	2
16337	overpopulated	2
16338	overpowering	2
16339	overrated	2
16340	overreach	2
16341	oversee	2
16342	overun	2
16343	overweight	2
16344	overwhelmed	2
16345	ovum	2
16346	ox	2
16347	oxforddon	2
16348	oxymoron.	2
16349	oz	2
16350	p.c	2
16351	p.c.	2
16352	p.s.this	2
16353	p***	2
16354	p*ss	2
16355	pacifist	2
16356	paddle	2
16357	paedophila	2
16358	paedophilic	2
16359	pagans	2
16360	pageantry	2
16361	pah	2
16362	paid-up	2
16363	painfully	2
16364	pakhistani	2
16365	palatable	2
16366	palinesque	2
16367	palmer	2
16368	palpable	2
16369	pamphlet	2
16370	pang	2
16371	panick	2
16372	pantaraxia	2
16373	pantheon	2
16374	panto'	2
16375	panty	2
16376	papacy	2
16377	papist	2
16378	papists	2
16379	para	2
16380	paradoxically	2
16381	paralympian	2
16382	paralympics	2
16383	paralyse	2
16384	paraphernalia	2
16385	parentage	2
16386	pariah	2
16387	parlance	2
16388	parochial	2
16389	parodying	2
16390	paroxysm	2
16391	parrote	2
16392	parsonage	2
16393	part-time	2
16394	particle	2
16395	particulars	2
16396	partnered'	2
16397	partnerhip	2
16398	partnership*	2
16399	party-wrecker	2
16400	pascendi	2
16401	passerby	2
16402	passion-driven	2
16403	passive-aggressive	2
16404	passover	2
16405	pasting	2
16406	paternalism	2
16407	paterson	2
16408	pathologically	2
16409	pathologist	2
16410	pathologize	2
16411	patiently	2
16412	patio	2
16413	patronisation	2
16414	patronisingly	2
16415	pav	2
16416	paxman	2
16417	pay-off	2
16418	paz	2
16419	pdjames	2
16420	pe	2
16421	pea	2
16422	peanut	2
16423	pear-shaped	2
16424	peasantry	2
16425	pecking	2
16426	pedal	2
16427	pedestal	2
16428	pediatricians	2
16429	pedophilic	2
16430	pedophillia	2
16431	pedro	2
16432	pee	2
16433	peevish	2
16434	pejorative.	2
16435	pejorative''	2
16436	penicillin	2
16437	peninsula	2
16438	penise	2
16439	pensant	2
16440	pensioners	2
16441	pepper	2
16442	perceptive	2
16443	perch	2
16444	perchance	2
16445	perdere	2
16446	periphery	2
16447	perjorative	2
16448	perjured	2
16449	perjury	2
16450	permeate	2
16451	perp	2
16452	perpetually	2
16453	perplex	2
16454	perrin	2
16455	personne	2
16456	persons	2
16457	peru	2
16458	peruvian	2
16459	perversely	2
16460	perversity	2
16461	pessimistic	2
16462	peteko	2
16463	peterwilton	2
16464	petting	2
16465	philanthropic	2
16466	philippi	2
16467	philippines	2
16468	philips	2
16469	philipthethird111	2
16470	phillip	2
16471	philo-homosexual	2
16472	philosphic	2
16473	phobophobia-	2
16474	photographic	2
16475	photon	2
16476	phraseology	2
16477	phsyically	2
16478	physicist	2
16479	pi=3	2
16480	pi$$	2
16481	picket	2
16482	pickete	2
16483	picky	2
16484	picnic	2
16485	piddling	2
16486	piffling	2
16487	pigeon-hole	2
16488	pillage	2
16489	pillow	2
16490	pinko	2
16491	pinky	2
16492	pinnacle	2
16493	pipedream	2
16494	pistol	2
16495	pitch	2
16496	piteous	2
16497	piv	2
16498	pjmelian	2
16499	plagiarise	2
16500	planner	2
16501	planting	2
16502	plaudit	2
16503	pleasure-seeking	2
16504	plebiscitary	2
16505	plod	2
16506	ploppi	2
16507	plump	2
16508	plunder	2
16509	pmsl	2
16510	point'	2
16511	pointlessness	2
16512	poitiers	2
16513	poker	2
16514	polarised	2
16515	polarize	2
16516	polemic	2
16517	poligamy	2
16518	politburo	2
16519	politically-correct	2
16520	polyamorist	2
16521	polycentric	2
16522	polygynous	2
16523	polypartnership	2
16524	polyphemic	2
16525	ponce	2
16526	pontifex	2
16527	pontiff	2
16528	pontius	2
16529	poove	2
16530	popery	2
16531	popularize	2
16532	popularly	2
16533	populated	2
16534	population-control	2
16535	populi	2
16536	pornography.	2
16537	porridge	2
16538	portend	2
16539	portent	2
16540	poser	2
16541	poses	2
16542	posh	2
16543	posing	2
16544	posit	2
16545	post-procreative	2
16546	post-war	2
16547	postal	2
16548	posterior	2
16549	powder	2
16550	power-relationship	2
16551	powerfully	2
16552	pple	2
16553	pr.	2
16554	practicality	2
16555	prager	2
16556	pragmatism	2
16557	prank	2
16558	prate	2
16559	praxis	2
16560	prayerfully	2
16561	pre-conception	2
16562	pre-eminence	2
16563	pre-occupation	2
16564	pre-occupied	2
16565	pre-pubescent	2
16566	pre-reformation	2
16567	preachers	2
16568	precentage	2
16569	precondition	2
16570	predeliction	2
16571	predominant	2
16572	preening	2
16573	preferance	2
16574	preform	2
16575	prehistory	2
16576	prelate	2
16577	premiership	2
16578	premire	2
16579	prepackaged	2
16580	preposition	2
16581	prescott	2
16582	presterjohn	2
16583	presumed	2
16584	presumptive	2
16585	presuppose	2
16586	pretender	2
16587	pretension	2
16588	prevelent	2
16589	preventable	2
16590	prfecture	2
16591	prickle	2
16592	priestess	2
16593	priestly	2
16594	primeval	2
16595	printed	2
16596	priscian	2
16597	pristine	2
16598	prius	2
16599	privatisation	2
16600	priviledge	2
16601	privileged-power	2
16602	priviliged	2
16603	prized	2
16604	pro-abortion	2
16605	pro-british	2
16606	pro-gay-marriage	2
16607	pro-homo	2
16608	pro-same-sex	2
16609	proclamation	2
16610	procreating	2
16611	prod	2
16612	professionally	2
16613	proffer	2
16614	proffessional	2
16615	profligacy	2
16616	programmed	2
16617	programmer	2
16618	progressiveness	2
16619	projection	2
16620	projet	2
16621	prole	2
16622	proliferate	2
16623	proliferation	2
16624	promiscuously	2
16625	promotional	2
16626	pronoun	2
16627	prop.8	2
16628	propah	2
16629	prophecies	2
16630	prophesise	2
16631	propos	2
16632	propositioning	2
16633	propsed	2
16634	proselytise	2
16635	proselytizer	2
16636	prospectus	2
16637	protagonist	2
16638	protesteth	2
16639	protestor	2
16640	prouncement	2
16641	provable	2
16642	proverbial	2
16643	proverbs	2
16644	provincial	2
16645	provocation	2
16646	prudence	2
16647	prurience	2
16648	pseudo-	2
16649	pseudo-marxist	2
16650	pseudo-religion'	2
16651	pseudocopulation	2
16652	pseudomarriage	2
16653	psych	2
16654	psyche	2
16655	psychobabble	2
16656	pub'	2
16657	pube	2
16658	public-	2
16659	public-school	2
16660	puleaze	2
16661	pulling	2
16662	pullout	2
16663	pulp	2
16664	punched	2
16665	punishing	2
16666	punitive	2
16667	puritan	2
16668	purposeless	2
16669	pursuant	2
16670	pussy	2
16671	putney	2
16672	putz	2
16673	puzzlement	2
16674	puzzlingly	2
16675	pygmy	2
16676	pyramid	2
16677	qatada	2
16678	qc	2
16679	quam	2
16680	quash	2
16681	quasi-freudian	2
16682	queerty	2
16683	quelle	2
16684	quelque	2
16685	quem	2
16686	quench	2
16687	quernhow	2
16688	question/challenge	2
16689	qui	2
16690	quickie	2
16691	quintessentially	2
16692	quirinius	2
16693	r.a.	2
16694	rachman	2
16695	racially	2
16696	racy	2
16697	radicalism	2
16698	raging	2
16699	raid	2
16700	rainy	2
16701	rampage	2
16702	rand	2
16703	rank-and-file	2
16704	rap	2
16705	raped	2
16706	rapes	2
16707	rash	2
16708	rastafarians	2
16709	rated	2
16710	rater	2
16711	rath	2
16712	ration	2
16713	rationalised	2
16714	rationalize	2
16715	ratty	2
16716	raus	2
16717	raven	2
16718	ravi	2
16719	rawls	2
16720	re-defining	2
16721	re-engineering	2
16722	re-introduce	2
16723	re-locate	2
16724	re-marriage	2
16725	re-name	2
16726	re-negotiate	2
16727	re-offend	2
16728	re-order	2
16729	re-organise	2
16730	re-phrase	2
16731	re-state	2
16732	re-translate	2
16733	readiness	2
16734	reaffirm	2
16735	reagan	2
16736	realignment	2
16737	realism	2
16738	ream	2
16739	rearrang	2
16740	rebuff	2
16741	recant	2
16742	receipt	2
16743	recklessly	2
16744	reclaim	2
16745	recoil	2
16746	recompense	2
16747	record-high	2
16748	recreat	2
16749	rectory	2
16750	recumbent	2
16751	recur	2
16752	rediculous	2
16753	redistribution	2
16754	reduced	2
16755	reductionist	2
16756	reed	2
16757	rees	2
16758	ref	2
16759	refectory	2
16760	referencing	2
16761	refine	2
16762	reflux	2
16763	reforming	2
16764	reg	2
16765	regenerate	2
16766	regress	2
16767	regularity	2
16768	regulated	2
16769	rehash	2
16770	reid	2
16771	reigning	2
16772	rein	2
16773	reincarnation	2
16774	reinterprete	2
16775	rejected	2
16776	rejoin	2
16777	rejoinder	2
16778	relax-	2
16779	relaxing	2
16780	relegate	2
16781	relevantly	2
16782	relgious	2
16783	religeious	2
16784	religion-hating	2
16785	religion'	2
16786	relive	2
16787	remarried	2
16788	renewable	2
16789	renovation	2
16790	repaint	2
16791	repeater	2
16792	reponse	2
16793	reports	2
16794	repost	2
16795	reprehensibly	2
16796	representing	2
16797	reprimand	2
16798	reprove	2
16799	repsonse	2
16800	reptilians	2
16801	repugnance	2
16802	reputedly	2
16803	rescuer	2
16804	research'	2
16805	resile	2
16806	resolved	2
16807	responsiblity	2
16808	restatement	2
16809	restrictive	2
16810	restroom	2
16811	retenu	2
16812	reticence	2
16813	reticent	2
16814	reticulan	2
16815	retrospective	2
16816	retrospectively	2
16817	rev.mike	2
16818	revealed	2
16819	revel	2
16820	revenue	2
16821	reviler	2
16822	revisionism	2
16823	revive	2
16824	revived	2
16825	revolted	2
16826	rewarding	2
16827	rhyme	2
16828	richardwrl	2
16829	richness	2
16830	rigged	2
16831	right-leaning	2
16832	right-minded	2
16833	righteous[e]	2
16834	rightwing	2
16835	rigour	2
16836	ringing	2
16837	rings	2
16838	ripe	2
16839	ripple	2
16840	risen	2
16841	riskful	2
16842	rites	2
16843	roaring	2
16844	rochdale	2
16845	rockefeller	2
16846	rocker	2
16847	rolf	2
16848	rolling	2
16849	rolls	2
16850	romp	2
16851	rosa	2
16852	rosicrucianism	2
16853	rote	2
16854	rotherham	2
16855	rothschild	2
16856	rotting	2
16857	rouse	2
16858	rousing	2
16859	rousseau	2
16860	rout	2
16861	rover	2
16862	rspca	2
16863	rubber-stamp	2
16864	rubber-stamped	2
16865	rudimentary	2
16866	ruffle	2
16867	rulings.	2
16868	ruperttigerr	2
16869	rustle	2
16870	rutty	2
16871	rwanda	2
16872	rwandan	2
16873	ryan	2
16874	s'taient	2
16875	s**t	2
16876	s0crat3s	2
16877	sabotage	2
16878	sacrement	2
16879	sacrilege	2
16880	sacrilegious	2
16881	saecula	2
16882	saeculorum	2
16883	saga	2
16884	saith	2
16885	salacious	2
16886	salesman	2
16887	salinity	2
16888	saliva	2
16889	sally	2
16890	salve	2
16891	samba	2
16892	samcam	2
16893	same'	2
16894	samesex	2
16895	samurai	2
16896	sanctification	2
16897	sanctified	2
16898	sanctity'	2
16899	sandle	2
16900	sandrabillingham	2
16901	sanhedrin	2
16902	sans	2
16903	sanskrit	2
16904	santorum	2
16905	sara	2
16906	sarahhoward	2
16907	sardonic	2
16908	sarlacc	2
16909	sartisfy	2
16910	sartois	2
16911	satanism	2
16912	satanist	2
16913	satanists	2
16914	satirist	2
16915	satrap	2
16916	saucy	2
16917	saudia	2
16918	say'	2
16919	sayeth	2
16920	scab	2
16921	scaffold	2
16922	scallop	2
16923	scandalous	2
16924	scandanavia	2
16925	scarecrow	2
16926	scarlet	2
16927	scarlett	2
16928	scarlettofhollywood	2
16929	scaroth	2
16930	scatter	2
16931	scepticism	2
16932	schadenfreude	2
16933	schneider	2
16934	school.as	2
16935	school.not	2
16936	schoolday	2
16937	schopenhauer	2
16938	scibble	2
16939	scientologist	2
16940	scoff	2
16941	scrapheap	2
16942	screechy	2
16943	screed	2
16944	scribe	2
16945	scrotum	2
16946	scroung	2
16947	scruple	2
16948	scurry	2
16949	se.	2
16950	seafood	2
16951	seaman	2
16952	seaside	2
16953	seating	2
16954	sec28	2
16955	secretive	2
16956	secualar	2
16957	secularisation	2
16958	seduction	2
16959	see/	2
16960	seedy	2
16961	seeking	2
16962	seething	2
16963	segregated	2
16964	segretation	2
16965	seismic	2
16966	selectee	2
16967	self-	2
16968	self-admission	2
16969	self-awareness	2
16970	self-confessed	2
16971	self-contempt	2
16972	self-contradiction	2
16973	self-contradictory	2
16974	self-defence	2
16975	self-defined	2
16976	self-delusion	2
16977	self-glorifying	2
16978	self-harming	2
16979	self-identifying	2
16980	self-image	2
16981	self-importance	2
16982	self-obsessed	2
16983	self-preservation	2
16984	self-proclaimed	2
16985	self-regarding	2
16986	self-reported	2
16987	self-same	2
16988	self-satisfaction	2
16989	self-styled	2
16990	selfcentered	2
16991	sell-by	2
16992	semantically	2
16993	semi-literate	2
16994	seminar	2
16995	seminarian	2
16996	semitic	2
16997	senate	2
16998	sensibly	2
16999	serenity	2
17000	serpent	2
17001	servant/lover	2
17002	servile	2
17003	seuil	2
17004	seven-year	2
17005	severable	2
17006	severly	2
17007	sewage	2
17008	sext	2
17009	sextet	2
17010	sexualisation	2
17011	sexualise	2
17012	sez	2
17013	sh	2
17014	sh**	2
17015	sh1t	2
17016	shabby	2
17017	shagger	2
17018	shameless	2
17019	shamelessly	2
17020	shaming	2
17021	shankar	2
17022	shark	2
17023	sharpen	2
17024	shatter	2
17025	shaving	2
17026	shell	2
17027	sheperd	2
17028	sheppied007	2
17029	sherlock	2
17030	sherpa	2
17031	shhh	2
17032	shibboleth	2
17033	shifting	2
17034	shill	2
17035	shirley	2
17036	shirtlifter	2
17037	shoe-horn	2
17038	short-sighted	2
17039	shortlist	2
17040	shotgun	2
17041	shouting	2
17042	shouty	2
17043	shovel	2
17044	showing	2
17045	showman	2
17046	showy	2
17047	shrewd	2
17048	shrinking	2
17049	shroud	2
17050	shudder	2
17051	shuffling	2
17052	shuker	2
17053	shyte	2
17054	si	2
17055	siberia	2
17056	sideshow	2
17057	sidetrack	2
17058	sideways	2
17059	siesta	2
17060	silk	2
17061	simpering	2
17062	simultaneous	2
17063	sin'	2
17064	singapore	2
17065	singer	2
17066	sinking	2
17067	sinless	2
17068	sip	2
17069	sissy	2
17070	sisters	2
17071	sitter	2
17072	siv	2
17073	skate	2
17074	skewed	2
17075	skiing	2
17076	skilled	2
17077	skin-deep	2
17078	skinned	2
17079	skiver	2
17080	skoda	2
17081	skyrockete	2
17082	slander/	2
17083	slanging	2
17084	slate	2
17085	slave-owner	2
17086	slavish	2
17087	slavishly	2
17088	slavs	2
17089	sleazy	2
17090	sliced	2
17091	slime	2
17092	slithy	2
17093	slot	2
17094	slough	2
17095	slum	2
17096	slut	2
17097	sly	2
17098	smarmy	2
17099	smartarse	2
17100	smokescreen	2
17101	smother	2
17102	smugly	2
17103	snag	2
17104	snare	2
17105	snip	2
17106	snipe	2
17107	snippet	2
17108	snob	2
17109	snooper	2
17110	snot	2
17111	snout	2
17112	snozz	2
17113	snp	2
17114	so-	2
17115	so'	2
17116	soaring	2
17117	sob	2
17118	soberly	2
17119	socarides	2
17120	social/cultural	2
17121	socialise	2
17122	socialistic	2
17123	sociaty	2
17124	socio	2
17125	socio-sexual	2
17126	sociobiology	2
17127	sociologically	2
17128	socital	2
17129	socity	2
17130	soddomite	2
17131	soetoro	2
17132	softy	2
17133	soit	2
17134	solemnization	2
17135	solemnly	2
17136	solicit	2
17137	solidify	2
17138	solipsism	2
17139	solo	2
17140	solti	2
17141	something'	2
17142	son/daughter	2
17143	sorcerer	2
17144	sorokine	2
17145	sosr	2
17146	sosraboc	2
17147	soul/consciousness	2
17148	soulless	2
17149	soundly	2
17150	soup	2
17151	south-east	2
17152	southwest	2
17153	soy	2
17154	soysauce1	2
17155	spaniard	2
17156	spank	2
17157	spanners	2
17158	sparingly	2
17159	sparky	2
17160	spartan	2
17161	specialise	2
17162	speedily	2
17163	speer	2
17164	spellcheck	2
17165	spent	2
17166	spiel	2
17167	spin-off	2
17168	spinach	2
17169	spinning	2
17170	spiral	2
17171	spiralling	2
17172	spirituality	2
17173	spiv	2
17174	spleen	2
17175	splinter	2
17176	sponsor	2
17177	sponsored	2
17178	spontaneously	2
17179	sportscar	2
17180	springboard	2
17181	spudbynight	2
17182	squad	2
17183	squawking	2
17184	squealing	2
17185	squeamish	2
17186	squirm	2
17187	squish	2
17188	sr	2
17189	stabilize	2
17190	stablity	2
17191	stafford	2
17192	staggeringly	2
17193	stagnant	2
17194	stagnation	2
17195	stained-glass	2
17196	stalinism	2
17197	stall	2
17198	stalwart	2
17199	starbuck	2
17200	starry	2
17201	startle	2
17202	state-approved	2
17203	state-defined	2
17204	state-invented	2
17205	state-issued	2
17206	state/private	2
17207	stately	2
17208	statistician	2
17209	statitic	2
17210	statutes	2
17211	stealth	2
17212	stealthy	2
17213	step-father	2
17214	step'	2
17215	sterilise	2
17216	sterility	2
17217	stewardship	2
17218	stewart	2
17219	stiff	2
17220	stiffen	2
17221	stigmatize	2
17222	stimulating	2
17223	stis	2
17224	stoics	2
17225	stone'	2
17226	stoned	2
17227	stood.problem	2
17228	stoopid	2
17229	stork	2
17230	stormbringer	2
17231	stormcloak	2
17232	stormfront	2
17233	straightness	2
17234	strained	2
17235	straitened	2
17236	straitjacket	2
17237	strategically	2
17238	strategist	2
17239	strew	2
17240	stridently	2
17241	striker	2
17242	stripped	2
17243	structuralist	2
17244	structured	2
17245	strut	2
17246	stuart	2
17247	stuffy	2
17248	stumbling	2
17249	stun	2
17250	stupide	2
17251	stupider	2
17252	stupidly	2
17253	sub-editor	2
17254	subcontract	2
17255	subhuman	2
17256	subordination	2
17257	suborn	2
17258	subpopulation	2
17259	subscription	2
17260	subservience	2
17261	subsidiary	2
17262	subspecies	2
17263	substancelessness	2
17264	subsume	2
17265	subtext	2
17266	subtlety	2
17267	subtract	2
17268	suburb	2
17269	suburban	2
17270	succeeding	2
17271	sucession	2
17272	suchlike	2
17273	suckling	2
17274	suez	2
17275	sufficent	2
17276	suffix	2
17277	suitably	2
17278	sujet	2
17279	sulk	2
17280	sullen	2
17281	summary.	2
17282	summit	2
17283	sunset	2
17284	sup	2
17285	supercede	2
17286	supercilious	2
17287	superduper	2
17288	superficiality	2
17289	superpower	2
17290	superstate	2
17291	supervision	2
17292	supplication	2
17293	supported	2
17294	suppressed	2
17295	supremacism	2
17296	surety	2
17297	surge	2
17298	surley	2
17299	surly	2
17300	surname	2
17301	surplus	2
17302	surreal	2
17303	surveye	2
17304	surveyed	2
17305	sustainability	2
17306	sutra	2
17307	sweaty	2
17308	swedenborg	2
17309	swell	2
17310	swiftly	2
17311	swindler	2
17312	sycophantic	2
17313	syllable	2
17314	symbiotic	2
17315	symbolise	2
17316	symmetry	2
17317	synagog	2
17318	syncretist	2
17319	synthesis	2
17320	tack	2
17321	tactically	2
17322	taient	2
17323	takei	2
17324	taken	2
17325	taketh	2
17326	taking	2
17327	talmudic	2
17328	tang	2
17329	tangent	2
17330	tangentially	2
17331	tanker	2
17332	tant	2
17333	tastey	2
17334	tatchell.	2
17335	tattooed	2
17336	tatty	2
17337	tawdry	2
17338	tax-exempt	2
17339	tax'	2
17340	tb	2
17341	tc	2
17342	te	2
17343	teahcer	2
17344	teaspoon	2
17345	tebbi	2
17346	tebbit-lover	2
17347	tebbits	2
17348	tebitt	2
17349	technocrat	2
17350	ted	2
17351	teeming	2
17352	teigitur	2
17353	tele	2
17354	teleological	2
17355	telepathic	2
17356	televangelist	2
17357	televise	2
17358	teller	2
17359	temperature	2
17360	temporal	2
17361	tenner	2
17362	tennyson	2
17363	tenor	2
17364	tensing	2
17365	tentative	2
17366	tentatively	2
17367	tenure	2
17368	tepidcocoa	2
17369	terminus	2
17370	terrace	2
17371	terrifying	2
17372	tertiary	2
17373	testament'	2
17374	testerment	2
17375	testifies	2
17376	testosterone	2
17377	testy	2
17378	tgpeg	2
17379	thai	2
17380	thames	2
17381	thang	2
17382	thank-you	2
17383	thankful	2
17384	thankless	2
17385	thanx	2
17386	that-	2
17387	thatcherite	2
17388	thay	2
17389	thayaric	2
17390	theatrical	2
17391	thebes	2
17392	theguerrilla	2
17393	theism	2
17394	thelema	2
17395	them.what	2
17396	them''	2
17397	themself	2
17398	themsleve	2
17399	theo35	2
17400	theocrat	2
17401	theodore	2
17402	theophobic	2
17403	theorising	2
17404	theosophy	2
17405	there-	2
17406	thereabouts	2
17407	therfore	2
17408	thessalonians	2
17409	thet	2
17410	thier	2
17411	thieve	2
17412	think'	2
17413	third-rate	2
17414	thorny	2
17415	thought-police	2
17416	thought-provoking	2
17417	thoughtfully	2
17418	thousandisland	2
17419	three-line	2
17420	thrill	2
17421	thru	2
17422	thrusting	2
17423	thursday	2
17424	tidal	2
17425	tigger	2
17426	timbazo	2
17427	timid	2
17428	timms	2
17429	timmy	2
17430	tina	2
17431	tito	2
17432	titular	2
17433	to-do	2
17434	toad	2
17435	today'	2
17436	todays	2
17437	toebah	2
17438	toff	2
17439	toffee-nosed	2
17440	together'	2
17441	tokyo	2
17442	tollerence	2
17443	tommcewen	2
17444	tomorrows	2
17445	tonne	2
17446	tonsil	2
17447	toothbrush	2
17448	topper	2
17449	topsy	2
17450	topsy-turvy	2
17451	torturer	2
17452	tory-led	2
17453	tot	2
17454	totaly	2
17455	totty	2
17456	tove	2
17457	toxin	2
17458	toynbee	2
17459	tractor	2
17460	trader	2
17461	trading'	2
17462	tragically	2
17463	trail	2
17464	trained	2
17465	tram	2
17466	tramp	2
17467	tranch	2
17468	trans-person	2
17469	transatlantic	2
17470	transcendent	2
17471	transfusion	2
17472	transition	2
17473	translated	2
17474	transpose	2
17475	transvestism	2
17476	trashy	2
17477	travele	2
17478	treasured	2
17479	tremendously	2
17480	trente	2
17481	triad	2
17482	tribalistic	2
17483	tribe'	2
17484	tribesman	2
17485	trio	2
17486	triumphant	2
17487	trivialize	2
17488	troth	2
17489	troupe	2
17490	trowel	2
17491	truckload	2
17492	trumpet	2
17493	trumpete	2
17494	truth'	2
17495	tsunami	2
17496	tsunamis	2
17497	tthat	2
17498	tudor	2
17499	tumble	2
17500	turf	2
17501	turgid	2
17502	turmoil	2
17503	turn-out	2
17504	turner	2
17505	turvy	2
17506	tvs	2
17507	twatter	2
17508	twinkling	2
17509	two-parent	2
17510	two-thirds	2
17511	two-ways	2
17512	twoness	2
17513	twonk	2
17514	tyburn	2
17515	typewriter	2
17516	tyson	2
17517	uber	2
17518	ucc	2
17519	udhr	2
17520	ue	2
17521	ugliness	2
17522	uk'	2
17523	ukiper	2
17524	ukips	2
17525	ultra-right	2
17526	un-islamic	2
17527	un-natural	2
17528	un-nerve	2
17529	un-pen-able	2
17530	unachievable	2
17531	unaffordable	2
17532	unafray	2
17533	unambiguously	2
17534	unashamedly	2
17535	unatural	2
17536	unawareness	2
17537	unbelievably	2
17538	unbend	2
17539	uncomfortably	2
17540	unconscionable	2
17541	unconscious	2
17542	unconsciously	2
17543	unconsumated	2
17544	uncontentious	2
17545	uncontrollable	2
17546	uncorrupted	2
17547	uncritical	2
17548	uncritically	2
17549	undecided	2
17550	under-30	2
17551	undercut	2
17552	undergrad	2
17553	undervalue	2
17554	underwear	2
17555	underwrit	2
17556	undeserve	2
17557	undisclosed	2
17558	undisputed	2
17559	undoubted	2
17560	undue	2
17561	unecessary	2
17562	unemployable	2
17563	unenlightened	2
17564	unenquiring	2
17565	unethical	2
17566	unexpectedly	2
17567	unfree	2
17568	unfriended	2
17569	unfriendly	2
17570	unified	2
17571	unify	2
17572	unilateral	2
17573	unimaginable	2
17574	unimaginative	2
17575	unintentional	2
17576	uninteresting	2
17577	uninvited	2
17578	union''	2
17579	universalist	2
17580	unjustifiably	2
17581	unkind	2
17582	unlawfully	2
17583	unlettered	2
17584	unlock	2
17585	unmade	2
17586	unmerciful	2
17587	unmoderated	2
17588	unnaturally	2
17589	unobscured	2
17590	unofficial	2
17591	unperverted	2
17592	unpick	2
17593	unpleasantness	2
17594	unprovability	2
17595	unpunished	2
17596	unqualified	2
17597	unquestionably	2
17598	unread	2
17599	unreal	2
17600	unrealistic	2
17601	unremarkable	2
17602	unrest	2
17603	unsaved	2
17604	unscrupulous	2
17605	unseat	2
17606	unseen	2
17607	unsettle	2
17608	unshakeable	2
17609	unsound	2
17610	unsurmountable	2
17611	untested	2
17612	untouched	2
17613	unverified	2
17614	unwashed	2
17615	unwillingly	2
17616	up-for-it	2
17617	up-to-date	2
17618	upend	2
17619	upper-cased	2
17620	upper-class	2
17621	uppermost	2
17622	uproarious	2
17623	upthread	2
17624	upto	2
17625	urgency'	2
17626	urology	2
17627	us-	2
17628	uterine	2
17629	utero	2
17630	vacancy	2
17631	vaccine	2
17632	vacuously	2
17633	vainglorious	2
17634	valued	2
17635	valueless	2
17636	vandalise	2
17637	vandilaz	2
17638	vanita	2
17639	vapid	2
17640	varmint	2
17641	varnish	2
17642	vaseline	2
17643	vc	2
17644	ve	2
17645	vegas	2
17646	vehement	2
17647	venerated	2
17648	vengeful	2
17649	vengenace	2
17650	verbally	2
17651	verbatim	2
17652	verbiage	2
17653	verbosity	2
17654	vermont	2
17655	versailles	2
17656	verses	2
17657	vest	2
17658	vestal	2
17659	vet	2
17660	vex	2
17661	vi	2
17662	vigorous	2
17663	vii	2
17664	vill	2
17665	villain	2
17666	villareal	2
17667	villein	2
17668	villiers	2
17669	villify	2
17670	violin	2
17671	viper	2
17672	virginal	2
17673	virulent	2
17674	visual	2
17675	visualise	2
17676	vitaly	2
17677	viz.	2
17678	vodka	2
17679	volcanoe	2
17680	voldemort	2
17681	voluminous	2
17682	vop	2
17683	vorpal	2
17684	vote'	2
17685	vouch	2
17686	vous	2
17687	vulgate	2
17688	vult	2
17689	wa	2
17690	waaaah	2
17691	wabe	2
17692	wagon	2
17693	wailing	2
17694	wainer	2
17695	wainer:disqus	2
17696	walker	2
17697	wallet	2
17698	wally'	2
17699	wand'	2
17700	wang	2
17701	wanted	2
17702	wanton	2
17703	ward.as	2
17704	warring	2
17705	wary	2
